description,_id,size,date,probability_1_class,probability_1_value,probability_2_class,probability_2_value,probability_3_class,probability_3_value,probability_4_class,probability_4_value,probability_5_class,probability_5_value,probability_6_class,probability_6_value,probability_7_class,probability_7_value,probability_8_class,probability_8_value,probability_9_class,probability_9_value,probability_10_class,probability_10_value,probability_11_class,probability_11_value,probability_12_class,probability_12_value,probability_13_class,probability_13_value,probability_14_class,probability_14_value,probability_15_class,probability_15_value,probability_16_class,probability_16_value
 Capta 002 Ubicacion 2,62b9171078257cc153cd6c16,8640044,2022-06-26 03:23:39,environmental/wind,0.266,vehicles/airborne,0.23399999999999999,alerts/siren,0.17300000000000001,mechanical/air_conditioner,0.096,environmental/rain,0.046,environmental/others,0.046,humans/others,0.038,animal/others,0.023,mechanical/others,0.021,Music/music,0.02,alerts/horns,0.015,,,,,,,,,,
 Capta 004,62b9171778257cc153cd6c17,4320044,2022-06-25 07:14:17,Music/music,0.978,humans/others,0.013000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62b9172078257cc153cd6c1a,4320044,2022-06-25 07:14:48,Music/music,0.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62b9172978257cc153cd6c1c,4320044,2022-06-25 07:15:19,Music/music,0.6940000000000001,humans/others,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62b9174178257cc153cd6c22,8640044,2022-06-26 03:27:42,alerts/horns,0.235,mechanical/air_conditioner,0.19,humans/others,0.171,alerts/siren,0.171,vehicles/airborne,0.06,animal/others,0.052000000000000005,Music/music,0.043,animal/dog,0.028999999999999998,mechanical/others,0.018000000000000002,environmental/others,0.016,,,,,,,,,,,,
 Capta 004,62b9174378257cc153cd6c23,4320044,2022-06-25 07:16:51,vehicles/others,0.71,environmental/wind,0.092,humans/others,0.063,vehicles/airborne,0.037000000000000005,Music/music,0.033,alerts/siren,0.026000000000000002,mechanical/air_conditioner,0.013999999999999999,animal/others,0.012,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62b9174e78257cc153cd6c26,8640044,2022-06-26 03:30:43,environmental/wind,0.369,environmental/others,0.18600000000000003,environmental/rain,0.08900000000000001,alerts/siren,0.078,vehicles/airborne,0.071,mechanical/air_conditioner,0.052000000000000005,mechanical/others,0.046,animal/others,0.035,Music/music,0.028999999999999998,humans/others,0.019,,,,,,,,,,,,
 Capta 004,62b9177078257cc153cd6c2f,4320044,2022-06-25 07:19:25,vehicles/others,0.342,Music/music,0.20600000000000002,mechanical/others,0.18,humans/others,0.13699999999999998,mechanical/air_conditioner,0.10800000000000001,animal/others,0.011000000000000001,,,,,,,,,,,,,,,,,,,,
 Capta 004,62b9177a78257cc153cd6c31,4320044,2022-06-25 07:19:56,vehicles/others,0.516,humans/others,0.375,Music/music,0.075,mechanical/air_conditioner,0.011000000000000001,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62b9178378257cc153cd6c34,4320044,2022-06-25 07:20:27,vehicles/others,0.742,humans/others,0.172,Music/music,0.057,vehicles/airborne,0.012,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62b917a378257cc153cd6c3d,4320044,2022-06-25 07:22:31,Music/music,0.846,vehicles/others,0.049,mechanical/air_conditioner,0.044000000000000004,mechanical/others,0.03,humans/others,0.021,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62b917b578257cc153cd6c41,4320044,2022-06-25 07:23:32,Music/music,0.478,humans/others,0.478,mechanical/others,0.024,mechanical/air_conditioner,0.018000000000000002,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62b917f478257cc153cd6c52,4320044,2022-06-25 07:26:37,mechanical/explosives,0.252,mechanical/others,0.21899999999999997,mechanical/air_conditioner,0.168,environmental/others,0.159,animal/dog,0.063,humans/others,0.049,environmental/rain,0.03,alerts/horns,0.027000000000000003,Music/music,0.016,,,,,,,,,,,,,,
 Capta 004,62b9180678257cc153cd6c56,4320044,2022-06-25 07:27:39,vehicles/others,0.401,Music/music,0.335,humans/others,0.105,mechanical/others,0.09300000000000001,mechanical/air_conditioner,0.02,vehicles/airborne,0.015,,,,,,,,,,,,,,,,,,,,
 Capta 003,62b9180d78257cc153cd6c58,4320044,2022-06-23 14:11:06,vehicles/others,0.807,environmental/others,0.146,environmental/wind,0.023,environmental/rain,0.013999999999999999,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62b9181478257cc153cd6c5a,8640044,2022-06-26 03:50:55,alerts/siren,0.41700000000000004,vehicles/airborne,0.18600000000000003,alerts/horns,0.09699999999999999,Music/music,0.091,humans/others,0.077,mechanical/air_conditioner,0.055,environmental/wind,0.027999999999999997,mechanical/others,0.019,environmental/others,0.01,,,,,,,,,,,,,,
 Capta 004,62b9181778257cc153cd6c5b,4320044,2022-06-25 07:28:41,vehicles/others,0.47700000000000004,mechanical/air_conditioner,0.29100000000000004,Music/music,0.096,humans/others,0.076,mechanical/others,0.034,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62b9182c78257cc153cd6c60,8640044,2022-06-26 03:53:57,Music/music,0.636,mechanical/air_conditioner,0.128,mechanical/others,0.052000000000000005,vehicles/airborne,0.042,alerts/horns,0.038,alerts/siren,0.028999999999999998,humans/others,0.024,animal/others,0.023,mechanical/digging,0.011000000000000001,,,,,,,,,,,,,,
 Capta 004,62b9183578257cc153cd6c63,4320044,2022-06-25 07:30:13,Music/music,0.8109999999999999,humans/others,0.157,mechanical/air_conditioner,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62b9183678257cc153cd6c64,8640044,2022-06-26 03:54:57,alerts/horns,0.39399999999999996,humans/others,0.158,alerts/siren,0.152,Music/music,0.10099999999999999,mechanical/air_conditioner,0.098,mechanical/others,0.02,mechanical/digging,0.016,mechanical/impact,0.013000000000000001,mechanical/explosives,0.013000000000000001,animal/dog,0.013000000000000001,animal/others,0.011000000000000001,,,,,,,,,,
 Capta 003,62b9184a78257cc153cd6c69,4320044,2022-06-23 14:15:08,vehicles/others,0.733,mechanical/air_conditioner,0.09300000000000001,environmental/wind,0.057999999999999996,Music/music,0.034,humans/others,0.027000000000000003,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62b9185b78257cc153cd6c6d,4320044,2022-06-25 07:32:17,Music/music,0.8170000000000001,humans/others,0.132,mechanical/air_conditioner,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62b9186d78257cc153cd6c72,4320044,2022-06-25 07:33:19,Music/music,0.44,humans/others,0.21,mechanical/air_conditioner,0.19399999999999998,mechanical/others,0.121,alerts/siren,0.017,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62b9189478257cc153cd6c7c,4320044,2022-06-23 14:19:38,vehicles/others,0.261,mechanical/air_conditioner,0.141,environmental/wind,0.126,humans/others,0.113,Music/music,0.10300000000000001,vehicles/airborne,0.08800000000000001,environmental/waves,0.042,animal/others,0.024,mechanical/impact,0.02,environmental/others,0.02,mechanical/others,0.015,environmental/rain,0.013999999999999999,alerts/siren,0.013000000000000001,,,,,,
 Capta 002 Ubicacion 2,62b918c578257cc153cd6c8b,8640044,2022-06-26 04:07:43,alerts/horns,0.578,mechanical/air_conditioner,0.12300000000000001,humans/others,0.065,alerts/siren,0.059000000000000004,mechanical/others,0.039,mechanical/explosives,0.035,Music/music,0.025,animal/others,0.02,mechanical/impact,0.013999999999999999,animal/dog,0.013000000000000001,mechanical/digging,0.012,,,,,,,,,,
 Capta 003,62b9190b78257cc153cd6c9e,4320044,2022-06-23 14:32:43,environmental/wind,0.43700000000000006,vehicles/others,0.302,alerts/siren,0.099,animal/dog,0.07,mechanical/air_conditioner,0.064,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62b9190b78257cc153cd6c9f,8640044,2022-06-26 04:13:46,alerts/horns,0.402,vehicles/airborne,0.16,Music/music,0.156,mechanical/air_conditioner,0.099,humans/others,0.098,alerts/siren,0.031,animal/others,0.013000000000000001,,,,,,,,,,,,,,,,,,
 Capta 004,62b9191b78257cc153cd6ca3,4320044,2022-06-25 07:43:36,Music/music,0.596,humans/others,0.36200000000000004,animal/dog,0.013999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62b9192478257cc153cd6ca6,8640044,2022-06-26 04:15:47,animal/others,0.9740000000000001,mechanical/digging,0.013000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62b9193678257cc153cd6cab,4320044,2022-06-25 07:45:08,Music/music,0.857,humans/others,0.113,mechanical/others,0.013000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62b9195478257cc153cd6cb4,4320044,2022-06-25 07:47:12,Music/music,0.6679999999999999,humans/others,0.278,alerts/siren,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62b9196478257cc153cd6cb8,4320044,2022-06-25 07:48:13,Music/music,0.919,humans/others,0.055999999999999994,alerts/horns,0.011000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62b9197978257cc153cd6cbe,4320044,2022-06-25 07:49:15,Music/music,0.604,humans/others,0.358,alerts/horns,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62b9198d78257cc153cd6cc3,8640044,2022-06-26 04:25:53,vehicles/others,0.322,environmental/waves,0.267,mechanical/air_conditioner,0.193,environmental/wind,0.139,vehicles/airborne,0.019,mechanical/others,0.013000000000000001,animal/others,0.012,Music/music,0.011000000000000001,humans/others,0.011000000000000001,,,,,,,,,,,,,,
 Capta 003,62b919a378257cc153cd6cc9,4320044,2022-06-23 14:47:28,alerts/horns,0.634,mechanical/others,0.133,Music/music,0.057999999999999996,mechanical/air_conditioner,0.054000000000000006,alerts/siren,0.025,environmental/wind,0.021,animal/dog,0.021,mechanical/impact,0.017,humans/others,0.013000000000000001,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62b919ba78257cc153cd6ccf,8640044,2022-06-26 04:29:57,alerts/siren,0.21100000000000002,mechanical/air_conditioner,0.195,mechanical/others,0.12,environmental/rain,0.096,environmental/others,0.09300000000000001,vehicles/airborne,0.055999999999999994,alerts/horns,0.044000000000000004,Music/music,0.04,animal/others,0.037000000000000005,environmental/wind,0.032,humans/others,0.027000000000000003,mechanical/digging,0.013000000000000001,animal/dog,0.013000000000000001,,,,,,
 Capta 004,62b919ba78257cc153cd6cd0,4320044,2022-06-25 07:53:22,Music/music,0.225,humans/others,0.21100000000000002,mechanical/air_conditioner,0.155,vehicles/airborne,0.11800000000000001,vehicles/others,0.081,animal/others,0.062,environmental/others,0.03,alerts/siren,0.027999999999999997,animal/dog,0.022000000000000002,alerts/horns,0.021,mechanical/others,0.02,environmental/wind,0.016,,,,,,,,
 Capta 003,62b91a1d78257cc153cd6ceb,4320044,2022-06-23 14:55:15,Music/music,0.381,humans/others,0.342,vehicles/airborne,0.086,mechanical/air_conditioner,0.048,vehicles/others,0.038,alerts/siren,0.033,mechanical/others,0.023,animal/others,0.016,,,,,,,,,,,,,,,,
 Capta 003,62b91a2878257cc153cd6cee,4320044,2022-06-23 14:57:18,environmental/wind,0.255,mechanical/others,0.226,mechanical/impact,0.11900000000000001,environmental/waves,0.11699999999999999,mechanical/air_conditioner,0.076,vehicles/others,0.068,environmental/rain,0.044000000000000004,vehicles/airborne,0.043,environmental/others,0.018000000000000002,humans/others,0.013999999999999999,,,,,,,,,,,,
 Capta 004,62b91a3a78257cc153cd6cf2,4320044,2022-06-25 08:01:36,alerts/siren,0.298,mechanical/others,0.18899999999999997,environmental/wind,0.12300000000000001,Music/music,0.113,environmental/others,0.09699999999999999,humans/others,0.053,alerts/horns,0.046,animal/others,0.026000000000000002,animal/bird,0.013000000000000001,mechanical/air_conditioner,0.013000000000000001,environmental/rain,0.011000000000000001,,,,,,,,,,
 Capta 002 Ubicacion 2,62b91a3a78257cc153cd6cf3,8640044,2022-06-26 04:43:05,alerts/horns,0.254,alerts/siren,0.14800000000000002,mechanical/air_conditioner,0.126,Music/music,0.113,humans/others,0.11199999999999999,mechanical/others,0.075,mechanical/explosives,0.046,mechanical/digging,0.036000000000000004,animal/dog,0.028999999999999998,animal/others,0.019,environmental/others,0.019,mechanical/impact,0.015,,,,,,,,
 Capta 002 Ubicacion 2,62b91a4778257cc153cd6cf6,8640044,2022-06-26 04:44:06,alerts/horns,0.737,mechanical/air_conditioner,0.051,humans/others,0.042,Music/music,0.033,mechanical/explosives,0.032,mechanical/others,0.027999999999999997,mechanical/digging,0.026000000000000002,alerts/siren,0.019,mechanical/impact,0.016,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62b91a5578257cc153cd6cf9,8640044,2022-06-26 04:45:06,alerts/horns,0.45799999999999996,humans/others,0.12,alerts/siren,0.092,mechanical/air_conditioner,0.087,Music/music,0.08,mechanical/others,0.047,mechanical/explosives,0.04,mechanical/digging,0.018000000000000002,animal/others,0.017,mechanical/impact,0.013999999999999999,animal/dog,0.012,,,,,,,,,,
 Capta 003,62b91abb78257cc153cd6d15,4320044,2022-06-23 15:09:46,vehicles/others,0.45299999999999996,Music/music,0.214,mechanical/air_conditioner,0.15,humans/others,0.127,alerts/horns,0.012,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62b91adf78257cc153cd6d1e,8640044,2022-06-26 04:59:15,Music/music,0.321,vehicles/airborne,0.212,mechanical/cutting,0.18600000000000003,mechanical/digging,0.121,animal/others,0.055999999999999994,mechanical/air_conditioner,0.026000000000000002,alerts/horns,0.021,mechanical/impact,0.02,alerts/siren,0.013000000000000001,,,,,,,,,,,,,,
 Capta 004,62b91af578257cc153cd6d23,4320044,2022-06-25 08:14:58,Music/music,0.44,mechanical/air_conditioner,0.204,humans/others,0.198,mechanical/others,0.10800000000000001,vehicles/others,0.016,vehicles/airborne,0.013999999999999999,,,,,,,,,,,,,,,,,,,,
 Capta 003,62b91b0578257cc153cd6d27,4320044,2022-06-23 15:17:21,Music/music,0.32299999999999995,humans/others,0.237,alerts/horns,0.124,alerts/siren,0.07,vehicles/others,0.06,mechanical/others,0.054000000000000006,vehicles/airborne,0.039,mechanical/air_conditioner,0.035,environmental/wind,0.017,animal/bird,0.016,,,,,,,,,,,,
 Capta 004,62b91b2b78257cc153cd6d31,4320044,2022-06-25 08:18:03,Music/music,0.669,humans/others,0.295,alerts/horns,0.012,mechanical/others,0.011000000000000001,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62b91b2c78257cc153cd6d32,8640044,2022-06-26 05:10:22,alerts/horns,0.507,mechanical/air_conditioner,0.322,alerts/siren,0.046,Music/music,0.031,humans/others,0.027999999999999997,mechanical/others,0.025,mechanical/impact,0.012,,,,,,,,,,,,,,,,,,
 Capta 003,62b91b2e78257cc153cd6d33,4320044,2022-06-23 15:23:08,alerts/siren,0.7,mechanical/others,0.13,mechanical/air_conditioner,0.11699999999999999,animal/dog,0.027000000000000003,animal/bird,0.013000000000000001,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62b91b5878257cc153cd6d3f,4320044,2022-06-25 08:21:08,Music/music,0.28300000000000003,mechanical/air_conditioner,0.261,vehicles/others,0.21899999999999997,mechanical/impact,0.040999999999999995,mechanical/others,0.039,animal/others,0.034,humans/others,0.028999999999999998,environmental/wind,0.025,alerts/horns,0.023,vehicles/airborne,0.021,,,,,,,,,,,,
 Capta 003,62b91b8078257cc153cd6d4a,4320044,2022-06-23 15:31:21,vehicles/others,0.556,Music/music,0.183,environmental/others,0.067,humans/others,0.057999999999999996,mechanical/others,0.053,mechanical/air_conditioner,0.024,vehicles/airborne,0.016,environmental/rain,0.013999999999999999,,,,,,,,,,,,,,,,
 Capta 003,62b91b8b78257cc153cd6d4c,4320044,2022-06-23 15:35:21,vehicles/others,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62b91b8f78257cc153cd6d4e,8640044,2022-06-26 05:25:30,alerts/horns,0.361,mechanical/air_conditioner,0.163,humans/others,0.131,alerts/siren,0.084,mechanical/others,0.073,mechanical/explosives,0.042,animal/others,0.037000000000000005,Music/music,0.034,mechanical/impact,0.019,mechanical/digging,0.018000000000000002,environmental/others,0.013999999999999999,animal/dog,0.013000000000000001,,,,,,,,
 Capta 004,62b91b9478257cc153cd6d4f,4320044,2022-06-25 08:24:13,vehicles/others,0.436,environmental/wind,0.183,vehicles/airborne,0.07,mechanical/air_conditioner,0.068,animal/others,0.052000000000000005,environmental/others,0.048,environmental/rain,0.033,humans/others,0.027000000000000003,mechanical/others,0.021,Music/music,0.018000000000000002,environmental/waves,0.015,animal/bird,0.012,,,,,,,,
 Capta 003,62b91b9578257cc153cd6d50,4320044,2022-06-23 15:36:01,vehicles/others,0.39299999999999996,humans/others,0.213,Music/music,0.145,vehicles/airborne,0.069,mechanical/air_conditioner,0.06,animal/dog,0.027999999999999997,animal/others,0.027999999999999997,alerts/siren,0.024,environmental/wind,0.017,,,,,,,,,,,,,,
 Capta 003,62b91bb278257cc153cd6d58,4320044,2022-06-23 15:38:52,vehicles/others,0.6,environmental/others,0.326,environmental/wind,0.038,environmental/rain,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62b91bcf78257cc153cd6d60,4320044,2022-06-23 15:40:49,vehicles/others,0.522,Music/music,0.359,mechanical/air_conditioner,0.065,humans/others,0.024,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62b91bda78257cc153cd6d63,4320044,2022-06-23 15:43:15,vehicles/others,0.96,mechanical/air_conditioner,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62b91be978257cc153cd6d66,4320044,2022-06-23 15:44:14,vehicles/others,0.88,Music/music,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62b91bfd78257cc153cd6d6c,4320044,2022-06-25 08:31:56,animal/others,0.20800000000000002,mechanical/air_conditioner,0.18899999999999997,environmental/wind,0.135,vehicles/airborne,0.125,environmental/others,0.09699999999999999,humans/others,0.094,vehicles/others,0.057999999999999996,alerts/siren,0.023,environmental/rain,0.019,animal/dog,0.017,Music/music,0.013999999999999999,mechanical/others,0.01,,,,,,,,
 Capta 002 Ubicacion 2,62b91c0b78257cc153cd6d70,8640044,2022-06-26 05:40:40,alerts/horns,0.324,humans/others,0.158,mechanical/air_conditioner,0.133,mechanical/explosives,0.094,mechanical/others,0.064,alerts/siren,0.061,mechanical/digging,0.044000000000000004,animal/others,0.031,mechanical/impact,0.028999999999999998,Music/music,0.026000000000000002,animal/dog,0.017,environmental/others,0.01,,,,,,,,
 Capta 003,62b91c1b78257cc153cd6d75,4320044,2022-06-23 15:49:30,environmental/wind,0.479,vehicles/airborne,0.24,vehicles/others,0.079,environmental/others,0.061,mechanical/air_conditioner,0.045,humans/others,0.018000000000000002,alerts/siren,0.018000000000000002,Music/music,0.015,environmental/rain,0.013999999999999999,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62b91c6878257cc153cd6d8a,8640044,2022-06-26 05:53:47,alerts/horns,0.24100000000000002,humans/others,0.214,mechanical/air_conditioner,0.19,animal/dog,0.134,vehicles/airborne,0.075,alerts/siren,0.07400000000000001,Music/music,0.042,mechanical/digging,0.015,,,,,,,,,,,,,,,,
 Capta 003,62b91c8b78257cc153cd6d92,4320044,2022-06-23 15:59:11,Music/music,0.657,humans/others,0.122,alerts/horns,0.099,environmental/others,0.042,vehicles/airborne,0.031,mechanical/air_conditioner,0.013999999999999999,alerts/siren,0.013000000000000001,,,,,,,,,,,,,,,,,,
 Capta 003,62b91c9578257cc153cd6d95,4320044,2022-06-23 16:00:23,Music/music,0.5870000000000001,alerts/horns,0.17800000000000002,environmental/others,0.086,humans/others,0.049,vehicles/airborne,0.042,vehicles/others,0.022000000000000002,alerts/siren,0.013999999999999999,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62b91cb478257cc153cd6d9e,8640044,2022-06-26 06:05:54,alerts/horns,0.35200000000000004,mechanical/air_conditioner,0.131,alerts/siren,0.125,humans/others,0.124,environmental/others,0.08,Music/music,0.064,mechanical/others,0.039,animal/dog,0.028999999999999998,animal/others,0.019,mechanical/explosives,0.015,mechanical/digging,0.01,,,,,,,,,,
 Capta 002 Ubicacion 2,62b91cc178257cc153cd6da2,8640044,2022-06-26 06:06:55,alerts/horns,0.493,mechanical/air_conditioner,0.263,Music/music,0.12300000000000001,humans/others,0.042,alerts/siren,0.036000000000000004,vehicles/airborne,0.011000000000000001,,,,,,,,,,,,,,,,,,,,
 Capta 003,62b91cc278257cc153cd6da3,4320044,2022-06-23 16:05:50,Music/music,0.264,alerts/horns,0.141,humans/others,0.127,animal/others,0.10300000000000001,mechanical/others,0.061,environmental/others,0.059000000000000004,animal/bird,0.048,mechanical/air_conditioner,0.044000000000000004,environmental/wind,0.040999999999999995,alerts/siren,0.037000000000000005,animal/dog,0.028999999999999998,vehicles/others,0.023,vehicles/airborne,0.013999999999999999,,,,,,
 Capta 003,62b91d1478257cc153cd6db0,4320044,2022-06-23 16:15:12,Music/music,0.25,alerts/siren,0.204,mechanical/air_conditioner,0.165,alerts/horns,0.10400000000000001,humans/others,0.095,environmental/wind,0.047,environmental/others,0.028999999999999998,vehicles/airborne,0.027999999999999997,vehicles/others,0.025,animal/others,0.024,mechanical/others,0.015,,,,,,,,,,
 Capta 002 Ubicacion 2,62b91d1478257cc153cd6db2,8640044,2022-06-26 06:18:01,alerts/horns,0.44799999999999995,Music/music,0.122,humans/others,0.10300000000000001,mechanical/air_conditioner,0.09300000000000001,alerts/siren,0.09,animal/dog,0.04,mechanical/others,0.027000000000000003,animal/others,0.027000000000000003,mechanical/impact,0.016,mechanical/digging,0.015,,,,,,,,,,,,
